Steps		 Error
2	 -9.956243e-04
4	 -8.814076e-07
8	 -1.190159e-12
16	 1.332268e-15
32	 1.332268e-15
64	 1.332268e-15
128	 1.332268e-15
256	 1.332268e-15
512	 1.332268e-15
1024	 1.332268e-15
2048	 1.332268e-15
4096	 1.332268e-15
8192	 1.332268e-15
16384	 1.332268e-15
32768	 1.332268e-15
65536	 1.332268e-15
131072	 1.332268e-15
262144	 1.332268e-15
524288	 1.332268e-15
1048576	 1.332268e-15
2097152	 1.332268e-15
4194304	 1.332268e-15
8388608	 1.332268e-15
16777216	 1.332268e-15
